country_id,date,cases,deaths,recoveries,tests,tests_units,death_rate,handwashing_facilities,hospital_beds_per_100k,source_id
4,22/04/2020,717,37,-1,-1,,109.135,-1.1,-1.1,0
4,23/04/2020,723,37,-1,-1,,109.135,-1.1,-1.1,0
4,24/04/2020,724,37,-1,-1,,109.135,-1.1,-1.1,0
4,25/04/2020,731,40,-1,-1,,109.135,-1.1,-1.1,0
4,26/04/2020,733,40,-1,-1,,109.135,-1.1,-1.1,0
4,27/04/2020,740,40,-1,-1,,109.135,-1.1,-1.1,0
4,28/04/2020,743,40,-1,-1,,109.135,-1.1,-1.1,0
4,29/04/2020,743,41,-1,-1,,109.135,-1.1,-1.1,0
4,30/04/2020,743,42,-1,-1,,109.135,-1.1,-1.1,0
4,01/05/2020,745,42,-1,-1,,109.135,-1.1,-1.1,0
4,02/05/2020,746,43,-1,-1,,109.135,-1.1,-1.1,0
4,03/05/2020,747,44,-1,-1,,109.135,-1.1,-1.1,0
4,04/05/2020,748,45,-1,-1,,109.135,-1.1,-1.1,0
4,05/05/2020,750,45,-1,-1,,109.135,-1.1,-1.1,0
4,06/05/2020,751,46,-1,-1,,109.135,-1.1,-1.1,0
4,07/05/2020,751,46,-1,-1,,109.135,-1.1,-1.1,0
4,08/05/2020,752,47,-1,-1,,109.135,-1.1,-1.1,0
4,09/05/2020,752,47,-1,-1,,109.135,-1.1,-1.1,0
4,10/05/2020,754,48,-1,-1,,109.135,-1.1,-1.1,0
4,11/05/2020,755,48,-1,-1,,109.135,-1.1,-1.1,0
4,12/05/2020,756,48,-1,-1,,109.135,-1.1,-1.1,0
4,13/05/2020,758,48,-1,-1,,109.135,-1.1,-1.1,0
4,14/05/2020,760,49,-1,-1,,109.135,-1.1,-1.1,0
4,15/05/2020,761,49,-1,-1,,109.135,-1.1,-1.1,0
4,16/05/2020,761,49,-1,-1,,109.135,-1.1,-1.1,0
4,17/05/2020,761,51,-1,-1,,109.135,-1.1,-1.1,0
4,18/05/2020,761,51,-1,-1,,109.135,-1.1,-1.1,0
4,19/05/2020,761,51,-1,-1,,109.135,-1.1,-1.1,0
4,20/05/2020,761,51,-1,-1,,109.135,-1.1,-1.1,0
4,21/05/2020,762,51,-1,-1,,109.135,-1.1,-1.1,0
4,22/05/2020,762,51,-1,-1,,109.135,-1.1,-1.1,0
4,23/05/2020,762,51,-1,-1,,109.135,-1.1,-1.1,0
4,24/05/2020,762,51,-1,-1,,109.135,-1.1,-1.1,0
4,25/05/2020,763,51,-1,-1,,109.135,-1.1,-1.1,0
4,26/05/2020,763,51,-1,-1,,109.135,-1.1,-1.1,0
